DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,Annual_Precipitation_2000,Annual_Precipitation_2005,Annual_Precipitation_2010,Annual_Precipitation_2015,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Global_Human_Footprint,Gross_Cell_Production,Growing_Season_Length,Irrigation,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Nightlights_Composite,Night_Land_Surface_Temp2010,Night_Land_Surface_Temp2015,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,PET_2000,PET_2005,PET_2010,PET_2015,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times_2000,Travel_Times_2015,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015
BO200800001001,BOGE53FL,BO,2008.0,1001.0,BO2008DHS,5618.55224609375,6106.70703125,6603.24853515625,47.016666412353516,50.733333587646484,32.625,63.42500305175781,11.041095733642578,11.465160369873047,8.08884334564209,14.6365385055542,0.009777769446372986,0.017769381403923035,0.02367666789463588,27.013635635375977,26.5766658782959,27.530000686645508,25.248332977294922,13.916666984558105,14.408333778381348,15.25,14.333333969116211,5,1401,1413,1513,1597,1626,1620,1629,2.618333339691162,2.738333225250244,2.9624998569488525,2.0183331966400146,75.0,2396.425537109375,5,0.0,-9999,-9999,-9999,18.193635940551758,18.22833251953125,18.959999084472656,17.440834045410156,4.296162128448486,8.984721183776855,4.678184986114502,4.814183712005615,7.374381065368652,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21.95833396911621,21.991666793823242,22.758333206176758,22.71666717529297,14.983333587646484,14.758334159851074,15.100000381469727,15.508334159851074,8.041666984558105,7.583333492279053,7.508333683013916,8.383333206176758,19.008916766826925,10.390000343322754,9.633333206176758,9.373636245727539,9.880000114440918,10.390000343322754,9.633333206176758,4.258333206176758,4.425000190734863,4.0333333015441895,4.333333492279053,322833.2181,342514.8579,169669.7216,759,636,484,629,664,495,599,2.937638282775879,0.0,0.0,0.0,15.72599983215332,14.342000007629395,17.43199920654297,16.62700080871582,17.2810001373291,13.128000259399414,13.317999839782715,16.490999221801758,14.630000114440918,17.42099952697754,16.937000274658203,15.539999961853027,5.0625,1.25,33.895626068115234,37.08985900878906,40.31232452392578,43.590152740478516,1539.3953857421875,1693.416259765625,1837.8369140625,1970.047607421875,118.2502212524414,130.0814971923828,141.17532348632812,151.33120727539062,6.7166666984558105,5.932499885559082,5.864999771118164,7.7708330154418945
BO200800001002,BOGE53FL,BO,2008.0,1002.0,BO2008DHS,5589.6884765625,6075.3349609375,6569.3251953125,47.016666412353516,50.733333587646484,32.625,63.42500305175781,11.041095733642578,11.465160369873047,8.08884334564209,14.6365385055542,0.012742112983356823,0.021183536811308426,0.027360395951704544,27.013635635375977,26.5766658782959,27.530000686645508,25.248332977294922,13.916666984558105,14.408333778381348,15.25,14.333333969116211,5.0,1401,1413,1513,1597,1626,1620,1629,2.618333339691162,2.738333225250244,2.9624998569488525,2.0183331966400146,75.0,2396.425537109375,5,0.0,-9999,-9999,-9999,18.193635940551758,18.22833251953125,18.959999084472656,17.440834045410156,4.296162128448486,8.984721183776855,4.678184509277344,4.814183712005615,7.374381065368652,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21.95833396911621,21.991666793823242,22.758333206176758,22.71666717529297,14.983333587646484,14.758334159851074,15.100000381469727,15.508334159851074,8.041666984558105,7.583333492279053,7.508333683013916,8.383333206176758,22.986578078497026,10.390000343322754,9.633333206176758,9.373636245727539,9.880000114440918,10.390000343322754,9.633333206176758,4.258333206176758,4.425000190734863,4.0333333015441895,4.333333492279053,322396.7955,342063.1291,169835.5029,759,636,484,629,664,495,599,2.937638282775879,0.0,0.0,0.0,15.72599983215332,14.342000007629395,17.43199920654297,16.62700080871582,17.2810001373291,13.128000259399414,13.317999839782715,16.490999221801758,14.630000114440918,17.42099952697754,16.937000274658203,15.539999961853027,5.0625,1.25,36.97718721277573,40.46181712431066,43.97724824793198,47.55307186351103,1539.395263671875,1693.4163818359375,1837.8369140625,1970.047607421875,118.2502212524414,130.0814971923828,141.17532348632812,151.33120727539062,6.7166666984558105,5.932499885559082,5.864999771118164,7.7708330154418945
BO200800001003,BOGE53FL,BO,2008.0,1003.0,BO2008DHS,6067.814453125,6595.00244140625,7131.2470703125,47.016666412353516,50.733333587646484,32.625,63.42500305175781,11.041095733642578,11.465160369873047,8.08884334564209,14.6365385055542,0.010202731598507275,0.03209945559501648,0.046667835929177025,27.013635635375977,26.5766658782959,27.530000686645508,25.248332977294922,13.916666984558105,14.408333778381348,15.25,14.333333969116211,5.0,1401,1413,1513,1597,1626,1620,1629,2.618333339691162,2.738333225250244,2.9624998569488525,2.0183331966400146,81.75,2396.425537109375,5,0.0,-9999,-9999,-9999,18.193635940551758,18.22833251953125,18.959999084472656,17.440834045410156,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21.95833396911621,21.991666793823242,22.758333206176758,22.71666717529297,14.983333587646484,14.758334159851074,15.100000381469727,15.508334159851074,8.041666984558105,7.583333492279053,7.508333683013916,8.383333206176758,51.27332282788826,10.390000343322754,9.633333206176758,9.373636245727539,9.880000114440918,10.390000343322754,9.633333206176758,4.258333206176758,4.425000190734863,4.0333333015441895,4.333333492279053,320666.4385,341136.4353,169610.5326,759,636,484,629,664,495,599,2.1269702911376953,2.0,2.0,3.0,15.72599983215332,14.342000007629395,17.43199920654297,16.62700080871582,17.2810001373291,13.128000259399414,13.317999839782715,16.490999221801758,14.630000114440918,17.42099952697754,16.937000274658203,15.539999961853027,2.5625,0.125,38.994911193847656,42.66968536376953,46.37693786621094,50.14788818359375,1539.2313232421875,1693.2359619140625,1837.64111328125,1969.837646484375,118.2502212524414,130.08151245117188,141.17532348632812,151.33120727539062,6.7166666984558105,5.932499885559082,5.864999771118164,7.7708330154418945
BO200800001004,BOGE53FL,BO,2008.0,1004.0,BO2008DHS,4768.1220703125,5182.3896484375,5603.7744140625,47.016666412353516,50.733333587646484,32.625,63.42500305175781,11.041095733642578,11.465160369873047,8.08884334564209,14.6365385055542,0.005990418520840732,0.013491923158819025,0.017758439887653698,28.415454864501953,27.9233341217041,28.898332595825195,26.8700008392334,13.916666984558105,14.408333778381348,15.25,14.333333969116211,5.0,1407.0,1328.0,1439.0,1503.0,1541.0,1530.0,1548.0,2.618333339691162,2.738333225250244,2.9624998569488525,2.0183331966400146,74.875,2396.425537109375,5,0.0,-9999,-9999,-9999,19.64181900024414,19.816667556762695,20.508333206176758,19.121665954589844,5.1138200759887695,11.543959617614746,5.832727432250977,5.463050365447998,8.45588493347168,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21.95833396911621,21.991666793823242,22.758333206176758,22.71666717529297,14.983333587646484,14.758334159851074,15.100000381469727,15.508334159851074,8.041666984558105,7.583333492279053,7.508333683013916,8.383333206176758,11.933849703881048,12.118332862854004,11.373332977294922,10.868182182312012,11.710000038146973,12.118332862854004,11.373332977294922,4.258333206176758,4.425000190734863,4.0333333015441895,4.333333492279053,322137.6559,340193.3636,171595.7332,754.0,648.0,509.0,677.0,668.0,511.0,604.0,3.8065366744995117,0.0,0.0,0.0,16.41200065612793,14.947999954223633,18.12299919128418,17.395999908447266,18.035999298095703,13.600000381469727,13.767999649047852,17.16499900817871,15.109999656677246,18.11400032043457,17.65999984741211,16.19499969482422,5.0,2.3125,28.400521671070774,31.076911477481616,33.776955997242645,36.523387235753674,1539.3182373046875,1693.3314208984375,1837.7447509765625,1969.9488525390625,118.2502212524414,130.0814971923828,141.17532348632812,151.33120727539062,6.7166666984558105,5.932499885559082,5.864999771118164,7.7708330154418945
BO200800001005,BOGE53FL,BO,2008.0,1005.0,BO2008DHS,4768.12255859375,5182.3896484375,5603.77392578125,47.016666412353516,50.733333587646484,32.625,63.42500305175781,11.041095733642578,11.465160369873047,8.08884334564209,14.6365385055542,0.012455594081145067,0.01943922730592581,0.02354106307029724,28.415454864501953,27.9233341217041,28.898332595825195,26.8700008392334,13.916666984558105,14.408333778381348,15.25,14.333333969116211,5.0,1407.0,1328.0,1439.0,1503.0,1541.0,1530.0,1548.0,2.618333339691162,2.738333225250244,2.9624998569488525,2.0183331966400146,74.875,2396.425537109375,5,0.0,-9999,-9999,-9999,19.64181900024414,19.816667556762695,20.508333206176758,19.121665954589844,5.1138200759887695,11.543959617614746,5.832727432250977,5.463050365447998,8.45588493347168,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21.95833396911621,21.991666793823242,22.758333206176758,22.71666717529297,14.983333587646484,14.758334159851074,15.100000381469727,15.508334159851074,8.041666984558105,7.583333492279053,7.508333683013916,8.383333206176758,14.502881246899802,12.118332862854004,11.373332977294922,10.868182182312012,11.710000038146973,12.118332862854004,11.373332977294922,4.258333206176758,4.425000190734863,4.0333333015441895,4.333333492279053,322181.6867,340413.995,171397.4772,754.0,648.0,509.0,677.0,668.0,511.0,604.0,3.8065366744995117,0.0,0.0,0.0,16.41200065612793,14.947999954223633,18.12299919128418,17.395999908447266,18.035999298095703,13.600000381469727,13.767999649047852,17.16499900817871,15.109999656677246,18.11400032043457,17.65999984741211,16.19499969482422,5.0,2.3125,31.16110610961914,34.09764862060547,37.06013870239258,40.07353210449219,1539.3182373046875,1693.3314208984375,1837.7447509765625,1969.9488525390625,118.2502212524414,130.0814971923828,141.17532348632812,151.33120727539062,6.7166666984558105,5.932499885559082,5.864999771118164,7.7708330154418945
BO200800001006,BOGE53FL,BO,2008.0,1006.0,BO2008DHS,6207.7412109375,6747.0859375,7295.6962890625,47.016666412353516,50.733333587646484,32.625,63.42500305175781,11.041095733642578,11.465160369873047,8.08884334564209,14.6365385055542,0.011778926307504827,0.03404910997910933,0.04644317518581043,28.415454864501953,27.9233341217041,28.898332595825195,26.8700008392334,13.916666984558105,14.408333778381348,15.25,14.333333969116211,5,1407,1328,1439,1503,1541,1530,1548,2.618333339691162,2.738333225250244,2.9624998569488525,2.0183331966400146,81.3529411764706,2396.425537109375,5,0.0,-9999,-9999,-9999,19.64181900024414,19.816667556762695,20.508333206176758,19.121665954589844,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21.95833396911621,21.991666793823242,22.758333206176758,22.71666717529297,14.983333587646484,14.758334159851074,15.100000381469727,15.508334159851074,8.041666984558105,7.583333492279053,7.508333683013916,8.383333206176758,39.289857925907256,12.118332862854004,11.373332977294922,10.868182182312012,11.710000038146973,12.118332862854004,11.373332977294922,4.258333206176758,4.425000190734863,4.0333333015441895,4.333333492279053,320844.9135,340226.9989,170676.0543,754,648,509,677,668,511,604,3.100360197179458,2.0,2.0,3.0,16.41200065612793,14.947999954223633,18.12299919128418,17.395999908447266,18.035999298095703,13.600000381469727,13.767999649047852,17.16499900817871,15.109999656677246,18.11400032043457,17.65999984741211,16.19499969482422,3.2941176470588234,0.7058823529411765,35.95230484008789,39.340354919433594,42.75835037231445,46.23506546020508,1635.431640625,1799.0611572265625,1952.4915771484375,2092.9501953125,118.25021541819854,130.0814998851103,141.17532169117646,151.33119829963235,6.7166666984558105,5.932499885559082,5.864999771118164,7.7708330154418945
BO200800001007,BOGE53FL,BO,2008.0,1007.0,BO2008DHS,6515.0810546875,7081.12890625,7656.90087890625,47.016666412353516,50.733333587646484,32.625,63.42500305175781,11.041095733642578,11.465160369873047,8.08884334564209,14.6365385055542,0.0033950089262082027,0.010334202876457801,0.016211372155409593,27.013635635375977,26.5766658782959,27.530000686645508,25.248332977294922,13.916666984558105,14.408333778381348,15.25,14.333333969116211,5.0,1401.0,1413.0,1513.0,1597.0,1626.0,1620.0,1629.0,2.618333339691162,2.738333225250244,2.9624998569488525,2.0183331966400146,77.25,2396.425537109375,5,0.0,-9999,-9999,-9999,18.193635940551758,18.22833251953125,18.959999084472656,17.440834045410156,0.8825582265853882,1.9024357795715332,0.9605698585510254,0.9431214928627014,1.514498233795166,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21.95833396911621,21.991666793823242,22.758333206176758,22.71666717529297,14.983333587646484,14.758334159851074,15.100000381469727,15.508334159851074,8.041666984558105,7.583333492279053,7.508333683013916,8.383333206176758,35.920418160860656,10.390000343322754,9.633333206176758,9.373636245727539,9.880000114440918,10.390000343322754,9.633333206176758,4.258333206176758,4.425000190734863,4.0333333015441895,4.333333492279053,321516.5635,342510.8282,168762.7388,759.0,636.0,484.0,629.0,664.0,495.0,599.0,2.53664493560791,0.0,0.0,0.0,15.72599983215332,14.342000007629395,17.43199920654297,16.62700080871582,17.2810001373291,13.128000259399414,13.317999839782715,16.490999221801758,14.630000114440918,17.42099952697754,16.937000274658203,15.539999961853027,3.9375,0.625,39.6328555836397,43.367747587316174,47.13565242991728,50.96829044117647,1539.318115234375,1693.33154296875,1837.7447509765625,1969.94873046875,118.2502212524414,130.0814971923828,141.17532348632812,151.33120727539062,6.7166666984558105,5.932499885559082,5.864999771118164,7.7708330154418945
BO200800001008,BOGE53FL,BO,2008.0,1008.0,BO2008DHS,5598.197265625,6084.583984375,6579.326171875,47.016666412353516,50.733333587646484,32.625,63.42500305175781,11.041095733642578,11.465160369873047,8.08884334564209,14.6365385055542,0.011938809202267574,0.02423637417646555,0.03253716688889723,28.415454864501953,27.9233341217041,28.898332595825195,26.8700008392334,13.916666984558105,14.408333778381348,15.25,14.333333969116211,5.0,1407,1328,1439,1503,1541,1530,1548,2.618333339691162,2.738333225250244,2.9624998569488525,2.0183331966400146,77.25,2396.425537109375,5,0.0,-9999,-9999,-9999,19.64181900024414,19.816667556762695,20.508333206176758,19.121665954589844,3.4938583374023438,7.759521007537842,3.8440544605255127,3.741875410079956,5.938837051391602,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21.95833396911621,21.991666793823242,22.758333206176758,22.71666717529297,14.983333587646484,14.758334159851074,15.100000381469727,15.508334159851074,8.041666984558105,7.583333492279053,7.508333683013916,8.383333206176758,25.04432576497396,12.118332862854004,11.373332977294922,10.868182182312012,11.710000038146973,12.118332862854004,11.373332977294922,4.258333206176758,4.425000190734863,4.0333333015441895,4.333333492279053,322013.999,341131.5235,170537.8518,754,648,509,677,668,511,604,3.307321071624756,0.0,2.0,3.0,16.41200065612793,14.947999954223633,18.12299919128418,17.395999908447266,18.035999298095703,13.600000381469727,13.767999649047852,17.16499900817871,15.109999656677246,18.11400032043457,17.65999984741211,16.19499969482422,4.25,0.6875,35.37791532628677,38.7118350758272,42.07522403492647,45.49639533547794,1539.3182373046875,1693.3314208984375,1837.7447509765625,1969.9488525390625,118.25021362304688,130.0814971923828,141.17532348632812,151.33120727539062,6.7166666984558105,5.932499885559082,5.864999771118164,7.7708330154418945
BO200800001009,BOGE53FL,BO,2008.0,1009.0,BO2008DHS,4410.70556640625,4793.919921875,5183.716796875,47.016666412353516,50.733333587646484,32.625,63.42500305175781,11.041095733642578,11.465160369873047,8.08884334564209,14.6365385055542,0.0,0.00019341361864159504,0.0005196227381626765,27.191818237304688,26.648332595825195,27.981666564941406,25.44499969482422,13.916666984558105,14.408333778381348,15.25,14.333333969116211,5.0,1436,1370,1456,1571,1587,1538,1636,2.618333339691162,2.738333225250244,2.9624998569488525,2.0183331966400146,58.5,2396.425537109375,5,0.0,-9999,-9999,-9999,18.469091415405273,18.43000030517578,19.18833351135254,17.770000457763672,13.950566291809082,30.471267700195312,15.003732681274414,14.991405487060547,22.182233810424805,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21.95833396911621,21.991666793823242,22.758333206176758,22.71666717529297,14.983333587646484,14.758334159851074,15.100000381469727,15.508334159851074,8.041666984558105,7.583333492279053,7.508333683013916,8.383333206176758,1.2385286424980788,10.395000457763672,10.095000267028809,9.746363639831543,10.21166706085205,10.395000457763672,10.095000267028809,4.258333206176758,4.425000190734863,4.0333333015441895,4.333333492279053,313702.9676,337163.2408,169057.4516,752,626,480,632,643,499,586,3.983304262161255,0.0,0.0,0.0,16.422000885009766,14.821000099182129,18.07900047302246,17.365999221801758,17.988000869750977,13.484999656677246,13.593000411987305,17.173999786376953,15.060999870300293,18.072999954223633,17.6299991607666,16.152000427246094,8.0625,4.9375,26.608924865722656,29.116477966308594,31.646196365356445,34.2193717956543,1202.64453125,1315.923095703125,1421.1591796875,1516.541259765625,92.42720031738281,101.13298797607422,109.22069549560547,116.55107116699219,6.7166666984558105,5.932499885559082,5.864999771118164,7.7708330154418945
BO200800001010,BOGE53FL,BO,2008.0,1010.0,BO2008DHS,6671.107421875,7250.71142578125,7840.27294921875,47.016666412353516,50.733333587646484,32.625,63.42500305175781,11.041095733642578,11.465160369873047,8.08884334564209,14.6365385055542,0.009280928625510288,0.02893407069719755,0.041811846769773044,27.013635635375977,26.5766658782959,27.530000686645508,25.248332977294922,13.916666984558105,14.408333778381348,15.25,14.333333969116211,5.0,1401,1413,1513,1597,1626,1620,1629,2.618333339691162,2.738333225250244,2.9624998569488525,2.0183331966400146,82.75,2396.425537109375,5,0.0,-9999,-9999,-9999,18.193635940551758,18.22833251953125,18.959999084472656,17.440834045410156,0.0,0.0,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21.95833396911621,21.991666793823242,22.758333206176758,22.71666717529297,14.983333587646484,14.758334159851074,15.100000381469727,15.508334159851074,8.041666984558105,7.583333492279053,7.508333683013916,8.383333206176758,65.50507092085041,10.390000343322754,9.633333206176758,9.373636245727539,9.880000114440918,10.390000343322754,9.633333206176758,4.258333206176758,4.425000190734863,4.0333333015441895,4.333333492279053,319810.3056,341173.1373,168993.4179,759.0,636.0,484.0,629.0,664.0,495.0,599.0,2.2207226753234863,2.0,2.0,3.0,15.72599983215332,14.342000007629395,17.43199920654297,16.62700080871582,17.2810001373291,13.128000259399414,13.317999839782715,16.490999221801758,14.630000114440918,17.42099952697754,16.937000274658203,15.539999961853027,1.6875,0.1875,40.36331715303309,44.167046042049634,48.00439453125,51.9076717601103,1539.163818359375,1693.16162109375,1837.560546875,1969.7513427734375,118.25021362304688,130.08151245117188,141.17532348632812,151.33120727539062,6.7166666984558105,5.932499885559082,5.864999771118164,7.7708330154418945
